Date,Close,InSignal,Entry,ExSignal,Exit,Position,StopLevel,MTM,Equity
2013-07-30,143.2359,,,,,,,0.0,22416.4916
2013-07-31,143.3379,,,,,,,0.0,22416.4916
2013-08-01,144.9945,,,,,,,0.0,22416.4916
2013-08-02,145.2409,,,,,,,0.0,22416.4916
2013-08-05,145.0286,,,,,,,0.0,22416.4916
2013-08-06,144.2044,,,,,,,0.0,22416.4916
2013-08-07,143.7371,PCT-0.005,143.7456,,,155.0,135.8836,-1.3182,22415.1734
2013-08-08,144.2639,,,PNL,144.2639,155.0,136.3876,80.3404,22496.832
2013-08-09,143.8476,,,,,,,0.0,22496.832
2013-08-12,143.6777,,,,,,,0.0,22496.832
2013-08-13,144.1025,,,,,,,0.0,22496.832
2013-08-14,143.3633,,,,,,,0.0,22496.832
2013-08-15,141.3582,PCT-0.005,142.2333,,,158.0,133.9221,-138.2656,22358.5664
2013-08-16,140.8909,,,,,158.0,133.9984,-212.1022,22284.7298
2013-08-19,139.9903,,,,,158.0,134.0104,-354.3923,22142.4397
2013-08-20,140.6785,,,,,158.0,134.0271,-245.6614,22251.1706
2013-08-21,139.8119,,,,,158.0,134.0871,-382.5795,22114.2525
2013-08-22,141.0864,,,,,158.0,134.2219,-181.2227,22315.6093
2013-08-23,141.5621,,,,,158.0,134.255,-106.0494,22390.7826
2013-08-26,141.0354,,,,,158.0,134.3303,-189.2775,22307.5545
2013-08-27,138.7669,,,,,158.0,134.3303,-547.6974,21949.1346
2013-08-28,139.2597,,,,,158.0,134.3303,-469.835,22026.997
2013-08-29,139.4806,,,,,158.0,134.3532,-434.9249,22061.9071
2013-08-30,139.0388,,,EXPIRY,139.0388,158.0,134.6507,-504.7324,21992.0996
2013-09-03,139.6675,,,,,,,0.0,21992.0996
2013-09-04,140.823,,,,,,,0.0,21992.0996
2013-09-05,141.0014,,,,,,,0.0,21992.0996
2013-09-06,141.0694,,,,,,,0.0,21992.0996
2013-09-09,142.4202,,,,,,,0.0,21992.0996
2013-09-10,143.4737,,,,,,,0.0,21992.0996
2013-09-11,143.9241,,,,,,,0.0,21992.0996
2013-09-12,143.5417,,,,,,,0.0,21992.0996
2013-09-13,143.8646,,,,,,,0.0,21992.0996
2013-09-16,144.6972,,,,,,,0.0,21992.0996
2013-09-17,145.3429,,,,,,,0.0,21992.0996
2013-09-18,147.0251,,,,,,,0.0,21992.0996
2013-09-19,146.7787,,,,,,,0.0,21992.0996
2013-09-20,145.7525,,,,,,,0.0,21992.0996
2013-09-23,145.078,PCT-0.005,145.5562,,,151.0,140.6403,-72.1958,21919.9037
2013-09-24,144.7366,,,,,151.0,140.6403,-123.7608,21868.3388
2013-09-25,144.3182,,,,,151.0,140.6403,-186.9256,21805.1739
2013-09-26,144.8732,,,,,151.0,140.6403,-103.1312,21888.9684
2013-09-27,144.2072,,,,,151.0,140.6403,-203.6927,21788.4069
2013-09-30,143.4389,,,,,151.0,140.6403,-319.7135,21672.3861
2013-10-01,144.5743,,,,,151.0,140.6403,-148.2576,21843.842
2013-10-02,144.4378,,,,,151.0,140.6403,-168.8796,21823.22
2013-10-03,143.1059,,,,,151.0,140.6403,-369.9905,21622.1091
2013-10-04,144.1902,,,,,151.0,140.6403,-206.2672,21785.8324
2013-10-07,142.9437,,,,,151.0,140.6403,-394.4857,21597.6139
2013-10-08,141.2789,,,EXPIRY,141.2789,151.0,140.6403,-645.8645,21346.2351
2013-10-09,141.3814,PCT-0.005,141.5521,,,150.0,136.6121,-25.6113,21320.6238
2013-10-10,144.4292,,,PNL,144.4292,150.0,139.1998,431.5632,21777.7983
2013-10-11,145.3598,,,,,,,0.0,21777.7983
2013-10-14,145.9404,,,,,,,0.0,21777.7983
2013-10-15,144.8817,,,,,,,0.0,21777.7983
2013-10-16,146.9051,PCT-0.005,145.7525,PNL,146.9051,149.0,141.4579,171.7335,21949.5318
2013-10-17,147.8869,,,,,,,0.0,21949.5318
2013-10-18,148.8858,,,,,,,0.0,21949.5318
2013-10-21,148.8944,,,,,,,0.0,21949.5318
2013-10-22,149.7566,,,,,,,0.0,21949.5318
2013-10-23,149.0395,,,,,,,0.0,21949.5318
2013-10-24,149.5347,,,,,,,0.0,21949.5318
2013-10-25,150.2176,,,,,,,0.0,21949.5318
2013-10-28,150.4567,,,,,,,0.0,21949.5318
2013-10-29,151.2593,,,,,,,0.0,21949.5318
2013-10-30,150.508,,,,,,,0.0,21949.5318
2013-10-31,150.081,,,,,,,0.0,21949.5318
2013-11-01,150.4396,,,,,,,0.0,21949.5318
2013-11-04,150.969,,,,,,,0.0,21949.5318
2013-11-05,150.4909,,,,,,,0.0,21949.5318
2013-11-06,151.2593,,,,,,,0.0,21949.5318
2013-11-07,149.3468,,,,,,,0.0,21949.5318
2013-11-08,151.3617,PCT-0.005,149.2956,PNL,151.3617,147.0,142.7553,303.7125,22253.2444
2013-11-11,151.3873,,,,,,,0.0,22253.2444
2013-11-12,151.08,,,,,,,0.0,22253.2444
2013-11-13,152.2923,,,,,,,0.0,22253.2444
2013-11-14,153.0521,,,,,,,0.0,22253.2444
2013-11-15,153.718,,,,,,,0.0,22253.2444
2013-11-18,153.1802,,,,,,,0.0,22253.2444
2013-11-19,152.8472,,,,,,,0.0,22253.2444
2013-11-20,152.3691,,,,,,,0.0,22253.2444
2013-11-21,153.5985,,,,,,,0.0,22253.2444
2013-11-22,154.3669,,,,,,,0.0,22253.2444
2013-11-25,154.2132,,,,,,,0.0,22253.2444
2013-11-26,154.2559,,,,,,,0.0,22253.2444
2013-11-27,154.6316,,,,,,,0.0,22253.2444
2013-11-29,154.5291,,,,,,,0.0,22253.2444
2013-12-02,154.1278,,,,,,,0.0,22253.2444
2013-12-03,153.4619,,,,,,,0.0,22253.2444
2013-12-04,153.4448,,,,,,,0.0,22253.2444
2013-12-05,152.7704,,,,,,,0.0,22253.2444
2013-12-06,154.4779,,,,,,,0.0,22253.2444
2013-12-09,154.8706,,,,,,,0.0,22253.2444
2013-12-10,154.3157,,,,,,,0.0,22253.2444
2013-12-11,152.5826,,,,,,,0.0,22253.2444
2013-12-12,152.0788,PCT-0.005,152.5142,,,145.0,143.3751,-63.135,22190.1094
2013-12-13,152.0618,,,,,145.0,143.7341,-65.6116,22187.6328
2013-12-16,153.0094,,,PNL,153.0094,145.0,144.8044,71.7991,22325.0435
2013-12-17,152.5228,,,,,,,0.0,22325.0435
