+------------+--------+----------+--------+----------+--------+----------+-----------+----------+----------+
|    Date    |  Close | InSignal |  Entry | ExSignal |   Exit | Position | StopLevel |      MTM |   Equity |
| 2022-11-23 | 402.42 |   LEX    | 399.55 |   PNL    | 402.42 |       74 |    370.56 |   212.38 | 30034.05 |
| 2022-11-25 | 402.33 |   LEX    | 401.83 |   PNL    | 402.33 |       74 |    369.68 |    37.00 | 30071.05 |
| 2022-11-28 | 395.91 |   LEX    | 399.09 |          |        |       75 |    367.09 |  -238.50 | 29832.55 |
| 2022-11-29 | 395.23 |          |        |          |        |       75 |    367.09 |  -289.50 | 29781.55 |
| 2022-11-30 | 407.68 |          |        |   PNL    | 407.68 |       75 |    372.15 |   644.25 | 30715.30 |
| 2022-12-01 | 407.38 |   LEX    | 408.77 |          |        |       75 |    373.24 |  -104.25 | 30611.05 |
| 2022-12-02 | 406.91 |          |        |          |        |       75 |    373.24 |  -139.50 | 30575.80 |
| 2022-12-05 | 399.59 |          |        |          |        |       75 |    373.24 |  -688.50 | 30026.80 |
| 2022-12-06 | 393.83 |          |        |          |        |       75 |    373.24 | -1120.50 | 29594.80 |
| 2022-12-07 | 393.16 |          |        |          |        |       75 |    373.24 | -1170.75 | 29544.55 |
| 2022-12-08 | 396.24 |          |        |          |        |       75 |    373.24 |  -939.75 | 29775.55 |
| 2022-12-09 | 393.28 |          |        |          |        |       75 |    373.24 | -1161.75 | 29553.55 |
| 2022-12-12 | 398.95 |          |        |          |        |       75 |    373.40 |  -736.50 | 29978.80 |
| 2022-12-13 | 401.97 |          |        |          |        |       75 |    373.92 |  -510.00 | 30205.30 |
| 2022-12-14 | 399.40 |          |        |          |        |       75 |    373.92 |  -702.75 | 30012.55 |
| 2022-12-15 | 389.63 |          |        |          |        |       75 |    373.92 | -1435.50 | 29279.80 |
| 2022-12-16 | 383.27 |          |        |  EXPIRY  | 383.27 |       75 |    373.99 | -1912.50 | 28802.80 |
| 2022-12-19 | 380.02 |          |        |          |        |          |           |          | 28802.80 |
| 2022-12-20 | 380.54 |          |        |          |        |          |           |          | 28802.80 |
| 2022-12-21 | 386.23 |          |        |          |        |          |           |          | 28802.80 |
| 2022-12-22 | 380.72 |   LEX    | 383.05 |          |        |       75 |    355.18 |  -174.75 | 28628.05 |
| 2022-12-23 | 382.91 |          |        |          |        |       75 |    356.11 |   -10.50 | 28792.30 |
| 2022-12-27 | 381.40 |          |        |          |        |       75 |    358.04 |  -123.75 | 28679.05 |
| 2022-12-28 | 376.66 |          |        |          |        |       75 |    358.80 |  -479.25 | 28323.55 |
| 2022-12-29 | 383.44 |          |        |   PNL    | 383.44 |       75 |    359.45 |    29.25 | 28832.05 |
| 2022-12-30 | 382.43 |   LEX    | 380.64 |   PNL    | 382.43 |       75 |    356.73 |   134.25 | 28966.30 |
| 2023-01-03 | 380.82 |          |        |          |        |          |           |          | 28966.30 |
| 2023-01-04 | 383.76 |          |        |          |        |          |           |          | 28966.30 |
| 2023-01-05 | 379.38 |          |        |          |        |          |           |          | 28966.30 |
| 2023-01-06 | 388.08 |          |        |          |        |          |           |          | 28966.30 |
| 2023-01-09 | 387.86 |   LEX    | 390.37 |          |        |       74 |    369.85 |  -185.74 | 28780.56 |
| 2023-01-10 | 390.58 |          |        |   PNL    | 390.58 |       74 |    370.11 |    15.54 | 28981.84 |
| 2023-01-11 | 395.52 |          |        |          |        |          |           |          | 28981.84 |
| 2023-01-12 | 396.96 |   LEX    | 396.67 |   PNL    | 396.96 |       73 |    374.74 |    21.17 | 29003.01 |
| 2023-01-13 | 398.50 |   LEX    | 393.62 |   PNL    | 398.50 |       73 |    375.27 |   356.24 | 29359.25 |
| 2023-01-17 | 397.77 |   LEX    | 398.48 |          |        |       73 |    376.95 |   -51.83 | 29307.41 |
| 2023-01-18 | 391.49 |          |        |          |        |       73 |    378.10 |  -510.27 | 28848.97 |
| 2023-01-19 | 388.64 |          |        |          |        |       73 |    378.75 |  -718.32 | 28640.93 |
| 2023-01-20 | 395.88 |          |        |          |        |       73 |    379.13 |  -189.80 | 29169.44 |
| 2023-01-23 | 400.63 |          |        |   PNL    | 400.63 |       73 |    381.65 |   156.95 | 29516.19 |
| 2023-01-24 | 400.20 |          |        |          |        |          |           |          | 29516.19 |
| 2023-01-25 | 400.35 |          |        |          |        |          |           |          | 29516.19 |
| 2023-01-26 | 404.75 |          |        |          |        |          |           |          | 29516.19 |
| 2023-01-27 | 405.68 |   LEX    | 403.66 |   PNL    | 405.68 |       73 |    387.08 |   147.46 | 29663.65 |
| 2023-01-30 | 400.59 |   LEX    | 402.80 |          |        |       73 |    383.97 |  -161.33 | 29502.32 |
| 2023-01-31 | 406.48 |          |        |   PNL    | 406.48 |       73 |    384.88 |   268.64 | 29932.30 |
| 2023-02-01 | 410.80 |   LEX    | 405.21 |   PNL    | 410.80 |       73 |    391.18 |   408.07 | 30340.37 |
| 2023-02-02 | 416.78 |   LEX    | 414.86 |   PNL    | 416.78 |       73 |    394.42 |   140.16 | 30480.53 |
| 2023-02-03 | 412.35 |   LEX    | 411.59 |   PNL    | 412.35 |       74 |    392.25 |    56.24 | 30536.77 |
| 2023-02-06 | 409.83 |   LEX    | 409.79 |   PNL    | 409.83 |       74 |    386.06 |     2.96 | 30539.73 |
| 2023-02-07 | 415.19 |          |        |          |        |          |           |          | 30539.73 |
| 2023-02-08 | 410.65 |   LEX    | 413.13 |          |        |       73 |    387.97 |  -181.04 | 30358.68 |
| 2023-02-09 | 407.09 |          |        |          |        |       73 |    387.97 |  -440.92 | 30098.81 |
| 2023-02-10 | 408.04 |          |        |          |        |       73 |    387.97 |  -371.57 | 30168.16 |
| 2023-02-13 | 412.83 |          |        |          |        |       73 |    387.97 |   -21.90 | 30517.82 |
| 2023-02-14 | 412.64 |          |        |          |        |       73 |    387.97 |   -35.77 | 30503.96 |
| 2023-02-15 | 413.98 |          |        |   PNL    | 413.98 |       73 |    387.97 |    62.05 | 30601.78 |
| 2023-02-16 | 408.28 |   LEX    | 408.79 |          |        |       74 |    384.23 |   -37.74 | 30564.04 |
| 2023-02-17 | 407.26 |          |        |          |        |       74 |    384.23 |  -113.22 | 30488.56 |
| 2023-02-21 | 399.09 |          |        |          |        |       74 |    384.23 |  -717.80 | 29883.98 |
| 2023-02-22 | 398.54 |          |        |          |        |       74 |    384.23 |  -758.50 | 29843.28 |
| 2023-02-23 | 400.66 |          |        |          |        |       74 |    384.23 |  -601.62 | 30000.16 |
| 2023-02-24 | 396.38 |          |        |          |        |       74 |    384.23 |  -918.34 | 29683.44 |
| 2023-02-27 | 397.73 |          |        |          |        |       74 |    384.23 |  -818.44 | 29783.34 |
| 2023-02-28 | 396.26 |          |        |          |        |       74 |    384.23 |  -927.22 | 29674.56 |
| 2023-03-01 | 394.74 |          |        |          |        |       74 |    384.23 | -1039.70 | 29562.07 |
| 2023-03-02 | 397.81 |          |        |          |        |       74 |    384.59 |  -812.52 | 29789.26 |
| 2023-03-03 | 404.19 |          |        |          |        |       74 |    385.16 |  -340.40 | 30261.38 |
| 2023-03-06 | 404.47 |          |        |  EXPIRY  | 404.47 |       74 |    385.76 |  -319.68 | 30282.10 |
| 2023-03-07 | 398.27 |          |        |          |        |          |           |          | 30282.10 |
| 2023-03-08 | 398.92 |          |        |          |        |          |           |          | 30282.10 |
| 2023-03-09 | 391.56 |          |        |          |        |          |           |          | 30282.10 |
| 2023-03-10 | 385.91 |          |        |          |        |          |           |          | 30282.10 |
| 2023-03-13 | 385.36 |          |        |          |        |          |           |          | 30282.10 |
| 2023-03-14 | 391.73 |          |        |          |        |          |           |          | 30282.10 |
| 2023-03-15 | 389.28 |   LEX    | 385.89 |   PNL    | 389.28 |       78 |    366.08 |   264.42 | 30546.51 |
| 2023-03-16 | 396.11 |          |        |          |        |          |           |          | 30546.51 |
| 2023-03-17 | 389.99 |   LEX    | 393.22 |          |        |       77 |    372.40 |  -248.71 | 30297.80 |
| 2023-03-20 | 393.74 |          |        |   PNL    | 393.74 |       77 |    373.55 |    40.04 | 30586.55 |
| 2023-03-21 | 398.91 |          |        |          |        |          |           |          | 30586.55 |
| 2023-03-22 | 392.11 |   LEX    | 398.73 |          |        |       76 |    382.37 |  -503.12 | 30083.43 |
| 2023-03-23 | 393.17 |          |        |          |        |       76 |    382.51 |  -422.56 | 30163.99 |
| 2023-03-24 | 395.75 |          |        |          |        |       76 |    382.51 |  -226.48 | 30360.07 |
| 2023-03-27 | 396.49 |          |        |          |        |       76 |    382.51 |  -170.24 | 30416.31 |
| 2023-03-28 | 395.60 |          |        |          |        |       76 |    382.51 |  -237.88 | 30348.67 |
| 2023-03-29 | 401.35 |          |        |   PNL    | 401.35 |       76 |    382.51 |   199.12 | 30785.67 |
| 2023-03-30 | 403.70 |   LEX    | 404.09 |          |        |       76 |    384.56 |   -29.64 | 30756.03 |
| 2023-03-31 | 409.39 |          |        |   PNL    | 409.39 |       76 |    390.17 |   402.80 | 31188.47 |
| 2023-04-03 | 410.95 |   LEX    | 408.85 |   PNL    | 410.95 |       76 |    391.63 |   159.60 | 31348.07 |
| 2023-04-04 | 408.67 |          |        |          |        |          |           |          | 31348.07 |
| 2023-04-05 | 407.60 |          |        |          |        |          |           |          | 31348.07 |
| 2023-04-06 | 409.19 |          |        |          |        |          |           |          | 31348.07 |
| 2023-04-10 | 409.61 |          |        |          |        |          |           |          | 31348.07 |
| 2023-04-11 | 409.72 |          |        |          |        |          |           |          | 31348.07 |
| 2023-04-12 | 408.05 |   LEX    | 411.87 |          |        |       76 |    391.60 |  -290.32 | 31057.75 |
| 2023-04-13 | 413.47 |          |        |   PNL    | 413.47 |       76 |    392.94 |   121.60 | 31469.67 |
| 2023-04-14 | 412.46 |   LEX    | 412.81 |          |        |       76 |    394.10 |   -26.60 | 31443.07 |
| 2023-04-17 | 413.94 |          |        |   PNL    | 413.94 |       76 |    394.32 |    85.88 | 31555.55 |
| 2023-04-18 | 414.21 |          |        |          |        |          |           |          | 31555.55 |
| 2023-04-19 | 414.14 |   LEX    | 412.22 |   PNL    | 414.14 |       76 |    393.94 |   145.92 | 31701.48 |
