Date,Close,InSignal,Entry,ExSignal,Exit,Position,StopLevel,MTM,Equity
2000-01-03,96.5551,,,,,,,0.0,10000.0
2000-01-04,92.7792,,,,,,,0.0,10000.0
2000-01-05,92.9451,,,,,,,0.0,10000.0
2000-01-06,91.4514,NDAY,92.6962,,,107.0,65.7587,-133.1937,9866.8063
2000-01-07,96.7625,,,PNL,96.7625,107.0,67.7338,435.0961,10435.0961
2000-01-10,97.0945,,,,,,,0.0,10435.0961
2000-01-11,95.9326,,,,,,,0.0,10435.0961
2000-01-12,94.9783,,,,,,,0.0,10435.0961
2000-01-13,96.2646,NDAY,95.9119,PNL,96.2646,108.0,67.7338,38.0909,10473.187
2000-01-14,97.5717,,,,,,,0.0,10473.187
2000-01-18,96.804,,,,,,,0.0,10473.187
2000-01-19,97.5924,,,,,,,0.0,10473.187
2000-01-20,96.0987,,,,,,,0.0,10473.187
2000-01-21,95.8912,,,,,,,0.0,10473.187
2000-01-24,93.1734,,,,,,,0.0,10473.187
2000-01-25,94.2314,,,,,,,0.0,10473.187
2000-01-26,93.4846,,,,,,,0.0,10473.187
2000-01-27,93.1111,,,,,,,0.0,10473.187
2000-01-28,90.2066,,,,,,,0.0,10473.187
2000-01-31,92.6547,,,,,,,0.0,10473.187
2000-02-01,93.5676,,,,,,,0.0,10473.187
2000-02-02,93.6505,,,,,,,0.0,10473.187
2000-02-03,95.0613,,,,,,,0.0,10473.187
2000-02-04,94.6671,,,,,,,0.0,10473.187
2000-02-07,94.5219,,,,,,,0.0,10473.187
2000-02-08,95.8082,,,,,,,0.0,10473.187
2000-02-09,93.7958,,,,,,,0.0,10473.187
2000-02-10,93.9825,,,,,,,0.0,10473.187
2000-02-11,92.0738,,,,,,,0.0,10473.187
2000-02-14,92.6132,,,,,,,0.0,10473.187
2000-02-15,93.6609,,,,,,,0.0,10473.187
2000-02-16,92.2812,,,,,,,0.0,10473.187
2000-02-17,91.8041,,,,,,,0.0,10473.187
2000-02-18,89.8332,,,,,,,0.0,10473.187
2000-02-22,89.6049,,,,,,,0.0,10473.187
2000-02-23,90.663,,,,,,,0.0,10473.187
2000-02-24,88.8373,NDAY,90.746,,,115.0,63.682,-219.4999,10253.6871
2000-02-25,88.5157,,,,,115.0,63.682,-256.4816,10216.7054
2000-02-28,90.3725,,,,,115.0,63.682,-42.9496,10430.2374
2000-02-29,91.2439,,,PNL,91.2439,115.0,63.8707,57.2579,10530.4449
2000-03-01,91.9078,,,,,,,0.0,10530.4449
2000-03-02,91.97,,,,,,,0.0,10530.4449
2000-03-03,93.692,,,,,,,0.0,10530.4449
2000-03-06,92.7792,,,,,,,0.0,10530.4449
2000-03-07,90.9846,,,,,,,0.0,10530.4449
2000-03-08,90.8705,,,,,,,0.0,10530.4449
2000-03-09,93.526,NDAY,91.1194,PNL,93.526,115.0,65.4682,276.7608,10807.2057
2000-03-10,93.0281,,,,,,,0.0,10807.2057
2000-03-13,92.0116,,,,,,,0.0,10807.2057
2000-03-14,90.7045,,,,,,,0.0,10807.2057
2000-03-15,92.8207,,,,,,,0.0,10807.2057
2000-03-16,97.1567,NDAY,94.024,PNL,97.1567,114.0,91.6291,357.1335,11164.3392
2000-03-17,97.7988,,,,,,,0.0,11164.3392
2000-03-20,97.2997,,,,,,,0.0,11164.3392
2000-03-21,99.2964,,,,,,,0.0,11164.3392
2000-03-22,99.8996,,,,,,,0.0,11164.3392
2000-03-23,101.6051,,,,,,,0.0,11164.3392
2000-03-24,102.2083,,,,,,,0.0,11164.3392
2000-03-27,101.1267,,,,,,,0.0,11164.3392
2000-03-28,100.5443,,,,,,,0.0,11164.3392
2000-03-29,100.6483,,,,,,,0.0,11164.3392
2000-03-30,98.9636,NDAY,99.9412,,,111.0,92.3563,-108.5106,11055.8286
