InDate,ExDate,Position,Duration,InSignal,Entry,ExSignal,Exit,DollarBase,Value,TradeRtn,PNL
2023-04-06,2023-04-06,93,0,NDAY,406.77,PNL,409.19,38133.8534,225.0609,0.0059,28358.9143
2023-04-13,2023-04-13,93,0,NDAY,409.18,PNL,413.47,38358.9143,398.9709,0.0104,28757.8853
2023-04-20,2023-04-20,94,0,NDAY,411.21,PNL,411.88,38757.8853,62.9809,0.0016,28820.8662
2023-04-27,2023-04-27,95,0,NDAY,407.0,PNL,412.41,38820.8662,513.95,0.0132,29334.8162
2023-05-04,2023-05-05,96,1,NDAY,406.93,PNL,412.63,39334.8162,547.201,0.0139,29882.0172
2023-05-11,2023-05-11,96,0,NDAY,411.95,PNL,412.13,39882.0172,17.279,0.0004,29899.2962
2023-05-18,2023-05-18,96,0,NDAY,414.9,PNL,419.23,39899.2962,415.6819,0.0104,30314.9781
2023-05-25,2023-05-26,97,1,NDAY,414.74,PNL,420.02,40314.9781,512.16,0.0127,30827.1381
2023-06-01,2023-06-01,97,0,NDAY,418.09,PNL,421.82,40827.1381,361.811,0.0089,31188.9491
2023-06-22,2023-06-22,94,0,NDAY,433.95,PNL,436.51,41188.9491,240.64,0.0058,31429.5891
2023-08-17,2023-08-23,93,4,NDAY,441.16,PNL,443.03,41429.5891,173.91,0.0042,31603.4991
2023-08-24,2023-08-29,93,3,NDAY,444.69,PNL,449.16,41603.4991,415.71,0.01,32019.2091
2023-09-07,2023-09-07,94,0,NDAY,443.11,PNL,444.85,42019.2091,163.5619,0.0039,32182.771
2023-09-14,2023-09-14,93,0,NDAY,449.07,PNL,450.36,42182.771,119.9681,0.0028,32302.7391
2023-09-28,2023-09-28,99,0,NDAY,425.48,PNL,428.52,42302.7391,300.958,0.0071,32603.6971
2023-10-05,2023-10-05,100,0,NDAY,424.36,PNL,424.5,42603.6971,14.001,0.0003,32617.6981
2024-01-18,2024-01-18,89,0,NDAY,474.01,PNL,476.49,42617.6981,220.7182,0.0052,32838.4164
2024-02-15,2024-02-15,85,0,NDAY,499.29,PNL,502.01,42838.4164,231.2,0.0054,33069.6164
2024-02-22,2024-02-22,85,0,NDAY,504.01,PNL,507.5,43069.6164,296.6491,0.0069,33366.2655
